0.9894352,1,0.9884352,1,0.9884352,1
0.9794352,1,0.9784352,1,0.9784352,0
0.977945262,0,0.976945262,1,0.976945262,1
0.960783037,1,0.959783037,1,0.959783037,1
0.944241384,1,0.943241384,1,0.943241384,1
0.937656078,1,0.936656078,0,0.936656078,0
0.93664411,0,0.93564411,1,0.93564411,1
0.926752099,1,0.925752099,1,0.925752099,1
0.924929575,1,0.923929575,1,0.923929575,1
0.920406882,0,0.919406882,1,0.919406882,1
0.915848119,0,0.914848119,1,0.914848119,0
0.90494414,1,0.90394414,0,0.90394414,1
0.89404016,1,0.89304016,1,0.89304016,0
0.888570298,1,0.887570298,0,0.887570298,1
0.883136181,1,0.882136181,0,0.882136181,1
0.882629706,1,0.881629706,1,0.873430578,1
0.882401646,1,0.881401646,0,0.870571196,0
0.872232201,1,0.871232201,1,0.870438995,1
0.861328222,0,0.8711,1,0.870306794,0
0.853832401,1,0.870967799,1,0.870174593,1
0.850424242,1,0.870835598,1,0.870042392,1
0.839520263,1,0.870703397,0,0.869910191,1
0.839347591,0,0.870571196,0,0.865899817,0
0.836771262,1,0.870438995,1,0.860328222,0
0.833144033,1,0.870306794,0,0.858369056,1
0.828867488,1,0.870174593,1,0.852832401,0
0.815303556,0,0.870042392,1,0.850838295,1
0.805996438,1,0.869910191,1,0.849424242,1
0.805622582,1,0.860328222,0,0.843307534,0
0.802897991,1,0.852832401,0,0.838520263,1
0.794524866,1,0.849424242,1,0.838347591,1
0.789226942,0,0.838520263,1,0.835776773,1
0.783053293,1,0.838347591,1,0.828246012,0
0.77158172,1,0.826771262,1,0.826771262,1
0.760110148,1,0.823144033,0,0.823144033,0
0.758042059,1,0.818867488,1,0.818867488,1
0.748638575,0,0.805303556,0,0.805303556,0
0.737167002,1,0.795996438,1,0.795996438,1
0.725695429,1,0.795622582,1,0.795622582,1
0.716307689,1,0.792897991,1,0.792897991,1
0.714223857,1,0.784524866,1,0.784524866,1
0.702752284,1,0.779226942,0,0.779226942,0
0.69443123,1,0.773053293,1,0.773053293,1
0.693818886,0,0.76158172,0,0.76158172,0
0.684523938,1,0.7612,1,0.7612,0
0.676744082,1,0.738638575,0,0.738638575,0
0.672463705,1,0.727167002,0,0.727167002,0
0.670155594,1,0.715695429,0,0.7179134,0
0.663567106,1,0.706307689,0,0.706441827,1
0.656978618,0,0.704223857,0,0.696849228,0
0.65039013,1,0.692752284,0,0.68600398,1
0.643801641,1,0.68443123,0,0.675158732,0
0.637213153,1,0.683818886,0,0.664313483,1
0.630624665,1,0.674523938,0,0.660155594,0
0.629302653,0,0.666744082,0,0.653567106,1
0.624036177,1,0.662463705,0,0.653468235,0
0.617447689,1,0.660155594,0,0.649083964,1
0.610859201,1,0.653567106,0,0.648052,1
0.604270713,1,0.646978618,0,0.64039013,0
0.597682225,1,0.64039013,0,0.637612391,0
0.584505248,0,0.633801641,1,0.633801641,1
0.591093736,0,0.627213153,1,0.627213153,1
0.58780351,1,0.620624665,0,0.620624665,0
0.557224466,0,0.619302653,0,0.619302653,0
0.549324575,1,0.614036177,1,0.614036177,1
0.548529475,1,0.607447689,0,0.607447689,0
0.541424684,0,0.600859201,0,0.600859201,0
0.533524793,1,0.594270713,1,0.597038309,0
0.5315,0,0.587682225,0,0.59189972,1
0.529475207,0,0.583505248,0,0.586761131,0
0.527450414,0,0.581093736,0,0.581622542,1
0.525624902,1,0.57780351,0,0.576483953,0
0.525425621,0,0.556224466,1,0.571345363,1
0.523400828,0,0.548324575,0,0.548324575,0
0.521376034,0,0.547529475,1,0.547529475,1
0.519351241,1,0.540424684,0,0.540424684,0
0.517326448,0,0.532524793,0,0.532524793,0
0.515301655,0,0.499981924,0,0.499981924,0
0.513276862,0,0.4985299,0,0.4985299,0
0.488394372,0,0.49844,0,0.49844,0
0.483994649,0,0.497145,0,0.497145,0
0.43695701,0,0.49689,1,0.49689,1
0.408835528,0,0.496193818,0,0.496193818,0
0.398031807,0,0.491794095,0,0.491794095,0
0.393323919,0,0.487394372,1,0.487394372,1
0.375441333,0,0.482994649,0,0.482994649,0
0.374834691,0,0.43595701,1,0.43595701,1
0.3744,0,0.407835528,0,0.407835528,0
0.373358667,0,0.397031807,0,0.395388782,0
0.372317335,1,0.392323919,0,0.373453332,0
0.371276002,0,0.374441333,0,0.351517883,0
0.370234669,1,0.373834691,0,0.329582433,0
0.369193336,1,0.3734,0,0.310260384,0
0.368152004,0,0.353358667,0,0.307646984,0
0.367110671,1,0.352317335,1,0.287669909,0
0.366069338,0,0.351276002,0,0.285711534,0
0.365028005,0,0.310260384,0,0.27704696,0
0.352850858,1,0.287669909,0,0.268550613,0
0.349519471,0,0.27704696,0,0.265079435,0
0.330260384,0,0.268550613,0,0.263776084,1
0.307669909,1,0.265079435,0,0.253542305,0
0.29704696,0,0.253542305,0,0.247472308,0
0.288550613,0,0.247472308,0,0.24248896,0
0.285079435,0,0.24248896,0,0.241840635,0
0.273542305,0,0.226394003,0,0.226394003,0
0.267472308,1,0.2233,0,0.2233,1
0.26248896,0,0.222284302,0,0.222284302,0
0.246394003,0,0.221268605,0,0.216308011,0
0.2243,0,0.220252907,0,0.216190117,0
0.223284302,0,0.219898485,0,0.21517442,0
0.222268605,1,0.21923721,1,0.214158722,1
0.221252907,0,0.218221512,0,0.210087571,0
0.239898485,1,0.217205815,0,0.205315698,0
0.22023721,0,0.216308011,0,0.204748558,0
0.219221512,0,0.216190117,0,0.2037,1
0.218205815,1,0.21517442,0,0.203237393,0
0.217308011,0,0.214158722,0,0.2027,0
0.217190117,1,0.205315698,0,0.202589417,0
0.21617442,1,0.204748558,0,0.2017,0
0.215158722,1,0.2037,0,0.2007,0
0.225315698,0,0.203237393,0,0.195091263,0
0.205748558,0,0.2027,0,0.193717536,0
0.2047,0,0.2017,0,0.187593109,1
0.204237393,0,0.2007,0,0.186974058,0
0.2037,0,0.193717536,0,0.182159088,1
0.2027,0,0.186974058,0,0.180094955,0
0.2017,0,0.182159088,1,0.178264057,0
0.2007,0,0.178264057,0,0.172596801,0
0.1997,0,0.163596829,0,0.163596829,0
0.1987,1,0.163588,0,0.163588,0
0.1977,0,0.163579171,0,0.163579171,0
0.1967,0,0.163570342,1,0.163570342,1
0.1957,0,0.163561513,0,0.163561513,0
0.194717536,0,0.163552684,0,0.163552684,0
0.187974058,1,0.163543855,0,0.163543855,0
0.183159088,1,0.163535026,0,0.163535026,0
0.179264057,0,0.163526197,0,0.163526197,0
0.164596829,1,0.163517368,0,0.163517368,0
0.164588,0,0.163508539,0,0.163508539,0
0.164579171,0,0.161080782,0,0.161080782,0
0.164570342,0,0.158869956,0,0.158869956,0
0.164561513,0,0.158865445,0,0.158865445,0
0.164552684,1,0.158860934,0,0.158860934,0
0.164543855,0,0.158856423,0,0.158856423,0
0.164535026,1,0.158851912,0,0.158851912,0
0.164526197,0,0.158847401,1,0.158847401,1
0.164517368,1,0.157370675,0,0.157370675,0
0.164508539,0,0.156119067,0,0.156119067,0
0.162080782,1,0.15186533,1,0.15186533,1
0.128869956,0,0.149924172,0,0.149924172,0
0.128865445,1,0.146359985,0,0.146359985,0
0.128860934,0,0.143361272,0,0.143361272,0
0.128856423,0,0.141258075,1,0.141258075,1
0.128851912,0,0.140002477,0,0.140002477,0
